"internalid","trandate","itemunit","trackingnumber","item_internalid","item_shipquantity","shiptype"
"TOJP202509020016","20250903","1","450306853124","99018000034","100","ç≤êÏ"
"TOJP202509020001","20250903","1","450306853065","99018000421","20","ç≤êÏ"
"TOJP202509020007","20250903","1","450306853102","99018000421","20","ç≤êÏ"
"TOJP202509010006","20250903","4","450306852962","99018000420","30","ç≤êÏ"
"TOJP202509010006","20250903","4","450306852962","99018000421","30","ç≤êÏ"
"TOJP202509010006","20250903","4","450306852962","99018000422","10","ç≤êÏ"
"TOJP202509010006","20250903","4","450306852962","99018000032","100","ç≤êÏ"
"TOJP202509010006","20250903","4","450306852962","99018000033","100","ç≤êÏ"
"TOJP202509010006","20250903","4","450306852962","99018000034","100","ç≤êÏ"
"TOJP202509020005","20250903","2","450306853091","99018000032","100","ç≤êÏ"
"TOJP202509020005","20250903","2","450306853091","99018000034","100","ç≤êÏ"
"TOJP202509020008","20250903","1","450306852995","99018000421","20","ç≤êÏ"
"TOJP202509020009","20250903","1","450306853113","99018000421","20","ç≤êÏ"
"TOJP202509020004","20250903","1","450306853080","99018000421","20","ç≤êÏ"
"TOJP202509020006","20250903","2","450306852984","99018000420","20","ç≤êÏ"
"TOJP202509020006","20250903","2","450306852984","99018000034","100","ç≤êÏ"
"TOJP202509020010","20250903","1","450306853006","99018000421","20","ç≤êÏ"
"TOJP202509020012","20250903","1","450306853021","99018000421","20","ç≤êÏ"
"TOJP202509020011","20250903","3","450306853010","99018000420","20","ç≤êÏ"
"TOJP202509020011","20250903","3","450306853010","99018000032","100","ç≤êÏ"
"TOJP202509020011","20250903","3","450306853010","99018000034","100","ç≤êÏ"
"TOJP202508200005","20250903","1","450306852951","99018000421","20","ç≤êÏ"
"DL20250903000034","20250910","1","450306857350","A1689012","19","ç≤êÏ"
"DL20250903000035","20250910","99","450306857361","A1689012","1980","ç≤êÏ"
"DL20250903000402","20250903","","","B17225Z1-72","10",""
"TOJP202509030009","20250908","2","450306856366","A1653N61-OL","20","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A1653N11-OL","4","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A1653N21-OL","20","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A91C8N21-OL","5","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A3959N61-OL","1","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A1289N11-OL","1","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A3947N21-OL","1","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A3959N21-OL","1","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A1664N11-OL","1","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A1648N21-OL","1","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A8436012-OL","2","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","B2348N11-OL","30","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A1383N11-OL","10","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A1626N11-OL","5","ç≤êÏ"
"TOJP202509030009","20250908","2","450306856366","A83A2H11-OL","4","ç≤êÏ"
"TOJP202509030007","20250908","1","450306856355","A1653N61-OL","11","ç≤êÏ"
"TOJP202509030007","20250908","1","450306856355","A1653N21-OL","20","ç≤êÏ"
"TOJP202509030007","20250908","1","450306856355","A1383N11-OL","6","ç≤êÏ"
"TOJP202509030008","20250908","1","450306856101","A1653N21-OL","20","ç≤êÏ"
"TOJP202509030008","20250908","1","450306856101","A84B1N11-OL","6","ç≤êÏ"
"TOJP202509030008","20250908","1","450306856101","A3119011-OL","1","ç≤êÏ"
"TOJP202509030008","20250908","1","450306856101","A1664N11-OL","2","ç≤êÏ"
"TOJP202509030008","20250908","1","450306856101","A2145N11-OL","1","ç≤êÏ"
"TOJP202509030008","20250908","1","450306856101","A1383N11-OL","5","ç≤êÏ"
"TOJP202509030008","20250908","1","450306856101","A1636N11-OL","3","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","A1653N61-OL","11","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","A1653NG1-OL","1","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","A1653N11-OL","1","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","A1653N21-OL","20","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","A2129512-OL","1","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","B2653N11-OL","4","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","A1626N31-OL","3","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","A1664N11-OL","1","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","A1626N21-OL","5","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","B2348N11-OL","2","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","A1634N31-OL","1","ç≤êÏ"
"TOJP202509030005","20250908","1","450306856333","A1626N11-OL","5","ç≤êÏ"
"TOJP202509030010","20250908","1","450306856112","A1653N21-OL","20","ç≤êÏ"
"TOJP202509030010","20250908","1","450306856112","B2348N11-OL","20","ç≤êÏ"
"TOJP202509030010","20250908","1","450306856112","A1383N11-OL","5","ç≤êÏ"
"TOJP202509030010","20250908","1","450306856112","A1626N11-OL","5","ç≤êÏ"
"TOJP202509030006","20250908","5","450306856344","A1653N61-OL","11","ç≤êÏ"
"TOJP202509030006","20250908","5","450306856344","A1653N21-OL","14","ç≤êÏ"
"TOJP202509030006","20250908","5","450306856344","A91C8N21-OL","11","ç≤êÏ"
"TOJP202509030006","20250908","5","450306856344","A1387N21-OL","1","ç≤êÏ"
"TOJP202509030006","20250908","5","450306856344","A3954N61-OL","3","ç≤êÏ"
"TOJP202509030006","20250908","5","450306856344","A1722511-OL","2","ç≤êÏ"
"TOJP202509030006","20250908","5","450306856344","A2438NA1-OL","10","ç≤êÏ"
"TOJP202509030006","20250908","5","450306856344","A1664N21-OL","3","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","A1653N61-OL","11","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","A1653N21-OL","20","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","A6611Z21-OL","1","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","B2653N11-OL","4","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","A1633N13-OL","3","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","A1664N11-OL","1","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","D2425N11-OL","2","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","A81B5N11-OL","1","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","T87B0N11-OL","1","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","B2348N11-OL","30","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","B2348N21-OL","1","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","A1645021-OL","1","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","A1383N11-OL","10","ç≤êÏ"
"TOJP202509030011","20250908","2","450306856123","A1626N11-OL","5","ç≤êÏ"
"DL20250904000352","20250916","","","A1761111-85-71","15",""
"DL20250904000352","20250916","","","T2070511","137",""
"DL20250904000352","20250916","","","T2070511","8",""
"DL20250904000352","20250916","","","T2070511","27",""
"DL20250904000352","20250916","","","T2070511","179",""
"DL20250904000352","20250916","","","T2070511","385",""
"DL20250904000370","20250910","20","450306859144","A3305013","160","ç≤êÏ"
"DL20250904000370","20250910","20","450306859144","A3305013","40","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A83870A2","5","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A8843041","6","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A9126NF1","3","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A2767522","4","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A1643011","6","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A8318HA1","2","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","Y2361011","17","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A8843011","7","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A1643031","5","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A1388N21","12","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A1643061","13","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A2322121","4","ç≤êÏ"
"DL20250904000353","20250910","13","450306859155","A1626161","3","ç≤êÏ"
"DL20250904000344","20250916","","","A3937N21","80",""
"DL20250904000344","20250916","","","A3937N21","40",""
"DL20250904000344","20250916","","","A3937N11","440",""
"DL20250904000344","20250916","","","A3937N11","160",""
"DL20250904000354","20250910","1","450306859133","A1643061","30","ç≤êÏ"
"DL20250904000346","20250916","","","A3953N11","870",""
"DL20250904000346","20250916","","","A3953N11","500",""
"DL20250904000346","20250916","","","A3953N11","600",""
"DL20250904000346","20250916","","","A3953N11","530",""
"DL20250904000351","20250916","","","A83380A3","320",""
"DL20250904000351","20250916","","","A83380A3","194",""
"DL20250904000351","20250916","","","A83380A3","46",""
"DL20250904000351","20250916","","","A83380A3","80",""
"DL20250904000351","20250916","","","A83720A1","168",""
"DL20250904000351","20250916","","","A83720A1","336",""
"DL20250904000342","20250916","","","A3953N81","350",""
"DL20250904000345","20250916","","","T81A0311","208",""
"DL20250904000427","20250911","","","B17225Z1-72","10",""
"TOJP202509040045","20250908","1","450306856263","A1638N11","6","ç≤êÏ"
"TOJP202509040038","20250908","1","450306856241","A1638N11","6","ç≤êÏ"
"TOJP202509040043","20250908","1","450306856521","A1638N11","6","ç≤êÏ"
"TOJP202509040027","20250908","1","450306856403","A1638N11","6","ç≤êÏ"
"TOJP202509040042","20250908","1","450306856510","A1638N11","6","ç≤êÏ"
"TOJP202509040041","20250908","1","450306856506","A1638N11","4","ç≤êÏ"
"TOJP202509040024","20250908","1","450306856193","A1638N11","7","ç≤êÏ"
"TOJP202509040044","20250908","1","450306856252","A1638N11","6","ç≤êÏ"
"TOJP202509040037","20250908","1","450306856230","A1638N11","6","ç≤êÏ"
"TOJP202509040025","20250908","1","450306856204","A1638N11","6","ç≤êÏ"
"TOJP202509040040","20250908","1","450306856495","A1638N11","6","ç≤êÏ"
"TOJP202509040028","20250908","1","450306856414","A1638N11","6","ç≤êÏ"
"TOJP202509040039","20250908","1","450306856484","A1638N11","8","ç≤êÏ"
"TOJP202509040030","20250908","1","450306856436","A1638N11","6","ç≤êÏ"
"TOJP202509040026","20250908","1","450306856392","A1638N11","6","ç≤êÏ"
"TOJP202509040032","20250908","1","450306856451","A1638N11","6","ç≤êÏ"
"TOJP202509010003-001","20250908","3","450306856296","99018000032","100","ç≤êÏ"
"TOJP202509010003-001","20250908","3","450306856296","99018000033","100","ç≤êÏ"
"TOJP202509010003-001","20250908","3","450306856296","99018000034","100","ç≤êÏ"
"TOJP202509040017","20250908","1","450306856134","A1638N11","5","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A1664N21","3","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A3954N11","10","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","B2348N21","1","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","B2348N21","3","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A1217N21","1","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","B2348N11","17","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","B2348N11","3","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A1722511","1","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A2145N11","5","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","D2425N11","2","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A1633N13","3","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","B2653N11","5","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A3959N61","1","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A6611Z21","5","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A84B1N11","5","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A3954N61","5","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A3874N81","5","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A1685N51","10","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A91C8N21","4","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A1653N11","1","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A1653N11","1","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A1653N61","3","ç≤êÏ"
"TOJP202509040009-001","20250908","3","450306856370","A1653N61","2","ç≤êÏ"
"TOJP202509040035","20250908","1","450306856473","A1638N11","5","ç≤êÏ"
"TOJP202509040047","20250908","1","450306856274","A1638N11","8","ç≤êÏ"
"TOJP202509020018-001","20250908","1","450306856300","A1664N21","5","ç≤êÏ"
"TOJP202509020018-001","20250908","1","450306856300","T8442522","1","ç≤êÏ"
"TOJP202509020018-001","20250908","1","450306856300","A6611Z21","5","ç≤êÏ"
"TOJP202509020018-001","20250908","1","450306856300","A3876Z11","3","ç≤êÏ"
"TOJP202509020018-001","20250908","1","450306856300","A3954N61","5","ç≤êÏ"
"TOJP202509020018-001","20250908","1","450306856300","A1685N51","1","ç≤êÏ"
"TOJP202509020018-001","20250908","1","450306856300","B2692N11","1","ç≤êÏ"
"TOJP202509020018-001","20250908","1","450306856300","B2692N11","9","ç≤êÏ"
"TOJP202509020020-001","20250908","1","450306856322","A1664N21","6","ç≤êÏ"
"TOJP202509020020-001","20250908","1","450306856322","A2147N21","1","ç≤êÏ"
"TOJP202509040033","20250908","1","450306856462","A1638N11","6","ç≤êÏ"
"TOJP202509040029","20250908","1","450306856425","A1638N11","6","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A1664N21","15","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A3954N11","30","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A1217N21","1","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A81530N2","1","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A9183522","2","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A3959N31","1","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A8431022","1","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A1902511","1","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","D2425N11","3","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A91C0N11-72","1","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A3954N21","10","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A8553N11-72","1","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","B2653N11","5","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","B2653N11","4","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A3959N61","1","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A6611Z21","10","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A84B1N11","7","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A3876Z11","10","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A2637N26","1","ç≤êÏ"
"TOJP202509020019-001","20250908","4","450306856311","A25X1N21","1","ç≤êÏ"
