"recordtype","tranid","trandate","item_internalid","item_quantity","LOT","‘qŒÉID","•iŽ¿‹æ•ªID"
"Procure20250622","PPJP202504080169","20250626","A1654N11","1018","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080169","20250626","A1654N11","2","0001JP20250530005039","1","2"
"Procure20250622","PPJP202504220268","20250626","A3871NQ1","80","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504220289","20250623","A1259031","120","0001JP20250530005039","1","1"
"Procure20250622","PPJP202503250197-006","20250626","A3937N21","2120","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504150689","20250626","A1645031","448","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080098","20250620","A2688N41","2200","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504150668","20250626","A1654N11","510","0001JP20250530005039","1","1"
"Procure20250622","PPJP202412120010-001","20250626","A2059N11","180","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504150646","20250626","A3040021","599","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504150646","20250626","A3040021","1","0001JP20250530005039","1","2"
"Procure20250622","PPJP202504220127","20250623","A2544N21","402","0001JP20250530005039","1","1"
"Procure20250622","PPJP202502110170","20250626","A83880A1","240","0001JP20250530005039","1","1"
"Procure20250622","PPJP202502110185","20250626","A2668N11","280","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504010358","20250623","A1621021","160","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504220236","20250626","A1645031","192","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504010336","20250623","A3968Z11","200","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080111","20250620","A1637N21","420","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080114","20250626","A1637N31","210","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080132","20250623","A1339N11","2600","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080194","20250625","A1651NB1","60","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504150600","20250620","A1637N21","150","0001JP20250530005039","1","1"
"Procure20250622","PPJP202503180175","20250627","A3035011","510","0001JP20250530005039","1","1"
"Procure20250622","PPJP202505130722-001","20250626","T87B1N12","120","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080151-003","20250626","A1384N11","3006","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080151-003","20250626","A1384N11","2","0001JP20250530005039","1","2"
"MISC_ORDER_IN20250611","JPO-00000159","20250728","A1665NB1","297","RTN202506","1","9"
"Procure20250622","PPJP202504270237","20250623","A1610012","240","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504220262","20250626","A3871NQ1","80","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080107","20250620","A1637N11","2010","0001JP20250530005039","1","1"
"Procure20250622","PPJP202412310400","20250623","A3101511","600","0001JP20250530005039","1","1"
"Procure20250622","PPJP202505130509-001","20250623","A81B5N11","80","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504220265","20250626","A3871NQ1","80","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080250","20250626","A2039N21","400","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504150674","20250626","A2039N21","640","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080173","20250623","A8758511","80","0001JP20250530005039","1","1"
"Procure20250622","PPJP202504080128","20250623","A2544N21","222","0001JP20250530005039","1","1"
"Procure20250622","PPJP202501140335","20250626","A3871NQ1","20","0001JP20250530005039","1","1"
"Other","DL20250610001265","20250625","A1387NV1","12","K202506051","1","1"
"Other","DL20250610001265","20250625","A1387NV1","8","K202506051","1","2"
"MISC_ORDER_IN20250625","JPO-00000160","20250627","A70A1NA1","5742","JP202506","1","1"
"MISC_ORDER_IN20250625","JPO-00000160","20250627","A70A1NA1","18","JP202506","1","3"
"MISC_ORDER_IN20250627","JPO-00000162","20250630","A70A1NA1","1453","JP202506","1","1"
"MISC_ORDER_IN20250627","JPO-00000162","20250630","A70A1NA1","27","JP202506","1","3"
"MISC_ORDER_IN20250627","JPO-00000162","20250630","A70A1N31","2993","JP202506","1","1"
"MISC_ORDER_IN20250627","JPO-00000162","20250630","A70A1N31","7","JP202506","1","3"
"MISC_ORDER_IN20250626","JPO-00000161","20250626","A70A1NA1","5760","JP202506","1","1"
"Procure20250610","PPJP202504010187","20250620","A3878N21-70","2200","","1","8"
"Procure20250610","PPJP202504010186","20250620","A3878N11-70","2600","","1","8"
"Other","DL20250611001089","20250702","A24340A1","266","K202505292","1","1"
"Other","DL20250611001090","20250623","A2633N25","273","K202505299","1","1"
"Other","DL20250611001090","20250623","A2633N25","27","K202505299","1","2"
"Other","DL20250612000495","20250801","A2435NA1","181","K202505293","1","3"
"Procure20250629","PPJP202504010587","20250701","T2351511","40","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150619","20250703","B2348N11","5989","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150619","20250703","B2348N11","11","0001JP20250609002600","1","2"
"Procure20250629","PPJP202504150621","20250703","B2348N21","5996","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150621","20250703","B2348N21","4","0001JP20250609002600","1","2"
"Procure20250629","PPJP202504030007","20250701","A3388N11","800","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150650-002","20250702","A3040021","105","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504150620","20250703","B2348N21","10020","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150613-003","20250702","A1339N11","300","0001JP20250609002588","1","1"
"Procure20250629","PPJP202502110050","20250702","A31050J6","48","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504150618","20250703","B2348N11","8040","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150587-001","20250702","A25X1N21","72","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504010367","20250701","A25X1N11","794","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504010367","20250701","A25X1N11","10","0001JP20250609002600","1","2"
"Procure20250629","PPJP202504010306","20250703","A1634N51","400","0001JP20250609002600","1","1"
"Procure20250629","PPJP202505060246-001","20250702","A1637N31","120","0001JP20250609002588","1","1"
"Procure20250629","PPJP202506030003","20250702","A1367N11","320","0001JP20250609002588","1","1"
"Procure20250629","PPJP202410300037","20250701","A83D1N61","120","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504220139-001","20250701","A1664N51","479","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504220139-001","20250701","A1664N51","1","0001JP20250609002588","1","2"
"Procure20250629","PPJP202504270187-001","20250703","A31X1011","456","0001JP20250609002600","1","1"
"Procure20250629","PPJP202410220155","20250703","A3953N81","340","0001JP20250609002600","1","1"
"Procure20250629","PPJP202506060012-001","20250627","A31A3012","300","0001JP20250609002588","1","1"
"Procure20250629","PPJP202505270484-002","20250702","A3062N21","90","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504220231","20250701","A1645011","256","0001JP20250609002588","1","1"
"Procure20250629","PPJP202506030184-001","20250702","A2663N23","540","0001JP20250609002600","1","1"
"Procure20250629","PPJP202506060012","20250627","A31A3012","50","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504150553-003","20250702","T87B4N11","3000","0001JP20250609002588","1","3"
"Procure20250629","PPJP202504080109","20250702","A25X1N21","12","0001JP20250609002588","1","1"
"Procure20250629","PPJP202505060286-001","20250701","A3957N11","1988","0001JP20250609002600","1","1"
"Procure20250629","PPJP202505060286-001","20250701","A3957N11","12","0001JP20250609002600","1","2"
"Procure20250629","PPJP202506060012-002","20250627","A31A3012","150","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504270176","20250701","A1637N21","720","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504270188-003","20250703","A31X1021","144","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504080080","20250627","A31A3012","16","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504090012-003","20250703","A3135062","72","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150687","20250701","A1645011","128","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504220113","20250701","A3957N11","2000","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150688","20250702","A1645021","256","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504150683","20250702","A81H5N11","2000","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504270177","20250702","A1637N31","360","0001JP20250609002588","1","1"
"Procure20250629","PPJP202412310038","20250703","A8553N32","1214","0001JP20250609002600","1","1"
"Procure20250629","PPJP202412310038","20250703","A8553N32","1","0001JP20250609002600","1","2"
"Procure20250629","PPJP202505130521","20250702","A8662031","150","0001JP20250609002588","1","1"
"Procure20250629","PPJP202501140141","20250703","B25M8N21","108","0001JP20250609002600","1","1"
"Procure20250629","PPJP202505060245","20250701","A1637N21","420","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504150685","20250703","A81H6N11","1280","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504020034","20250702","B25M1N11","300","0001JP20250609002588","1","1"
"Procure20250629","PPJP202506030190","20250702","A2637NQ6","1138","0001JP20250609002600","1","1"
"Procure20250629","PPJP202506030190","20250702","A2637NQ6","2","0001JP20250609002600","1","2"
"Procure20250629","PPJP202505060248","20250702","A1637NV1","117","0001JP20250609002588","1","1"
"Procure20250629","PPJP202505060248","20250702","A1637NV1","3","0001JP20250609002588","1","2"
"Procure20250629","PPJP202504270159","20250702","A16540V1","60","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504220239","20250702","A1645051","192","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504220203","20250703","A2039N11","239","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504220203","20250703","A2039N11","1","0001JP20250609002600","1","3"
"Procure20250629","PPJP202504220119","20250701","A1637N21","238","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504220119","20250701","A1637N21","2","0001JP20250609002588","1","2"
"Procure20250629","PPJP202506030232","20250709","B8553013","80","0001JP20250609002600","1","1"
"Procure20250629","PPJP202412310021","20250702","A8552N32","450","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504220294","20250702","A16540V1","60","0001JP20250609002588","1","1"
"Procure20250629","PPJP202503250203","20250709","A16100V2","60","0001JP20250609002588","1","1"
"Procure20250629","PPJP202505060322","20250702","A2663N23","1200","0001JP20250609002600","1","1"
"Other","DL20250613000032","20250709","A1751512","27","K202505291","1","1"
"Other","DL20250613000033","20250627","A1751512","99","K202505291","1","1"
"Other","DL20250613000033","20250627","A1751512","1","K202505291","1","2"
"Other","DL20250613000035","20250627","A1751512","100","K202505291","1","1"
"Other","DL20250613000036","20250709","A1751512","99","K202505291","1","1"
"Other","DL20250613000034","20250627","A1751512","100","K202505291","1","1"
"Other","DL20250613000037","20250708","A1751512","98","K202505291","1","1"
"Other","DL20250613000037","20250708","A1751512","2","K202505291","1","2"
"Other","DL20250613000038","20250709","A1751512","100","K202505291","1","1"
"Other","DL20250613000039","20250626","A1751512","100","K202505291","1","1"
"Procure20250629","PPJP202504150555","20250703","A1383N11","1097","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150555","20250703","A1383N11","3","0001JP20250609002600","1","2"
"Procure20250629","PPJP202504080234","20250702","A8662031","150","0001JP20250609002588","1","1"
"Procure20250629","PPJP202407160051","20250702","A1637NV1","600","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504090007","20250702","A3135012","200","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504080175","20250702","A1645021","192","0001JP20250609002588","1","1"
"Procure20250629","PPJP202504150556","20250703","A1383N21","140","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504090010","20250702","A3135032","120","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504010462","20250703","A2664N21","240","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504080168","20250703","A3105016","205","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504080168","20250703","A3105016","3","0001JP20250609002600","1","2"
"Procure20250629","PPJP202504010307","20250703","A1634N51","200","0001JP20250609002600","1","1"
"Procure20250629","PPJP202505190124","20250702","A2663N23","600","0001JP20250609002600","1","1"
"Procure20250629","PPJP202503250221","20250703","A3105016","80","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504220233","20250702","A1645021","192","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150628","20250702","A1384N11","1999","0001JP20250609002600","1","1"
"Procure20250629","PPJP202504150628","20250702","A1384N11","1","0001JP20250609002600","1","2"
"Other","DL20250615000028","20250625","A8662071","20","K202506125","1","1"
"Other","DL20250615000032","20250625","A8662071","20","K202506125","1","1"
"Other","DL20250615000029","20250620","D23515F1","2","I202506121","1","2"
"Other","DL20250615000027","20250620","D23515F1","2","I202506121","1","2"
"Other","DL20250615000033","20250620","D23515F1","2","I202506121","1","1"
"Other","DL20250615000034","20250625","A8662071","20","K202506125","1","1"
"Other","DL20250615000035","20250620","D23515F1","2","I202506121","1","1"
"Other","DL20250615000037","20250620","D23515F1","2","I202506121","1","1"
